product_code,product_name,product_description,price,currency,availability_status,color_name,weight_value,dimension_value,power_supply,subcategory_name,brand_name,manufacturer_name
PROD-85757,Dialysis Machine,Dialysis Machine is a high-quality product.,13687.06,EUR,backorder,White,13.02,112x127x98cm,Multi-Voltage,Dental X-Ray Machines,Medtronic,Roche Diagnostics
PROD-28693,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,27050.16,GBP,out of stock,White,72.44,13x109x69cm,120-240V,Urology Ultrasound Probes,Drager,Olympus Corp
PROD-15798,Bone Densitometer,Bone Densitometer is a high-quality product.,39702.29,EUR,out of stock,Green,38.87,63x61x17cm,220V,Nephroscopes,Stryker,Terumo
PROD-69771,Sterilizer,Sterilizer is a high-quality product.,22488.41,USD,backorder,Green,24.34,102x179x157cm,Multi-Voltage,Intensive Care Monitors,Olympus,Mindray Bio-Medical
PROD-38920,CT Scanner,CT Scanner is a high-quality product.,24801.1,GBP,in stock,Blue,59.21,119x161x179cm,120-240V,Intensive Care Monitors,Johnson & Johnson,Olympus Corp
PROD-57254,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,8917.4,GBP,discontinued,Black,5.6,188x91x134cm,220V,Intensive Care Monitors,Abbott,Siemens Healthineers
PROD-49464,CT Scanner,CT Scanner is a high-quality product.,34325.79,EUR,out of stock,Black,29.29,78x110x87cm,Multi-Voltage,Regenerative Medicine Scaffolds,Roche,B.Braun Melsungen
PROD-38646,Respirator,Respirator is a high-quality product.,19735.87,EUR,discontinued,Gray,32.83,170x51x140cm,Battery,Lasers,Zimmer Biomet,Zimmer Biomet Holdings
PROD-42251,Surgical Laser,Surgical Laser is a high-quality product.,10736.69,USD,out of stock,Black,78.35,143x131x46cm,120-240V,Urology Ultrasound Probes,Stryker,Philips Medical
PROD-21600,Incubator,Incubator is a high-quality product.,31308.19,GBP,in stock,Gray,58.08,191x114x173cm,220V,Regenerative Medicine Scaffolds,GE,Olympus Corp
PROD-14732,Incubator,Incubator is a high-quality product.,45601.06,USD,out of stock,Green,81.26,89x99x14cm,Multi-Voltage,Lasers,Zimmer Biomet,Roche Diagnostics
PROD-37153,MRI Scanner,MRI Scanner is a high-quality product.,23064.71,USD,backorder,Black,74.41,130x64x95cm,110V,Nephroscopes,Philips,Siemens Healthineers
PROD-70400,Surgical Laser,Surgical Laser is a high-quality product.,9817.32,GBP,out of stock,Blue,38.32,104x153x195cm,Multi-Voltage,Dental X-Ray Machines,Olympus,B.Braun Melsungen
PROD-30845,X-Ray Machine,X-Ray Machine is a high-quality product.,20847.35,EUR,discontinued,Red,13.86,75x32x96cm,Battery,Medical Examination Tables,B.Braun,B.Braun Melsungen
PROD-36394,CT Scanner,CT Scanner is a high-quality product.,13422.23,GBP,out of stock,White,4.21,107x64x142cm,Battery,Pulmonary Function Testers,Canon Medical,Olympus Corp
PROD-51592,Anesthesia Machine,Anesthesia Machine is a high-quality product.,11330.99,GBP,out of stock,Blue,97.13,39x61x138cm,220V,Dental X-Ray Machines,Philips,Shimadzu Medical
PROD-12281,Incubator,Incubator is a high-quality product.,15405.97,GBP,discontinued,Blue,63.47,91x119x31cm,Battery,Medical Consumable Kits,Medtronic,B.Braun Melsungen
PROD-11022,Endoscope,Endoscope is a high-quality product.,32212.17,GBP,out of stock,Yellow,27.61,45x108x35cm,220V,Speech Therapy Devices,Olympus,Johnson & Johnson Medical
PROD-12988,CT Scanner,CT Scanner is a high-quality product.,4958.13,GBP,discontinued,Gray,66.48,180x76x46cm,Battery,Infusion Pumps,Siemens,Baxter International
PROD-17128,Surgical Laser,Surgical Laser is a high-quality product.,4611.58,GBP,backorder,Red,54.78,62x53x156cm,Battery,Cardiovascular Stents,Boston Scientific,Mindray Bio-Medical
PROD-81263,Blood Analyzer,Blood Analyzer is a high-quality product.,3360.62,EUR,out of stock,White,72.44,168x118x103cm,110V,Plastic Surgery Lasers,Drager,Roche Diagnostics
PROD-35623,Holter Monitor,Holter Monitor is a high-quality product.,23297.9,EUR,out of stock,White,41.83,188x91x134cm,Multi-Voltage,Nephroscopes,Baxter,Terumo
PROD-31968,Patient Monitor,Patient Monitor is a high-quality product.,49385.31,EUR,out of stock,Green,12.98,63x123x136cm,220V,Regenerative Medicine Scaffolds,Canon Medical,Stryker Corp
PROD-60374,Operating Microscope,Operating Microscope is a high-quality product.,44201.73,USD,backorder,White,54.2,160x107x69cm,Multi-Voltage,Nephroscopes,Johnson & Johnson,Stryker Corp
PROD-70945,Respirator,Respirator is a high-quality product.,24467.98,EUR,out of stock,Black,18.98,121x165x185cm,Battery,Biotechnology Reactors,B.Braun,Philips Medical
PROD-84057,ECG Monitor,ECG Monitor is a high-quality product.,19532.2,GBP,in stock,Green,94.45,194x199x155cm,120-240V,Palliative Care Beds,B.Braun,Terumo
PROD-50392,Patient Monitor,Patient Monitor is a high-quality product.,37436.89,USD,discontinued,Red,39.16,65x179x83cm,110V,Biotechnology Reactors,Roche,Dräger
PROD-11722,Blood Analyzer,Blood Analyzer is a high-quality product.,26494.37,EUR,discontinued,Yellow,91.97,29x136x178cm,Battery,Regenerative Medicine Scaffolds,Johnson & Johnson,Philips Medical
PROD-50934,CT Scanner,CT Scanner is a high-quality product.,29698.14,EUR,backorder,White,9.76,68x116x170cm,220V,Speech Therapy Devices,Hitachi Healthcare,Olympus Corp
PROD-48023,Ventilator,Ventilator is a high-quality product.,29707.64,EUR,out of stock,Gray,92.2,158x131x54cm,120-240V,Laboratory Analyzers,Olympus,Shimadzu Medical
PROD-48757,Sterilizer,Sterilizer is a high-quality product.,3969.54,EUR,out of stock,Yellow,16.8,135x19x51cm,Battery,Pulmonary Function Testers,Abbott,Roche Diagnostics
PROD-99355,Ultrasound Machine,Ultrasound Machine is a high-quality product.,3902.84,GBP,in stock,White,68.39,119x149x143cm,Battery,Speech Therapy Devices,Canon Medical,Mindray Bio-Medical
PROD-70081,Incubator,Incubator is a high-quality product.,17889.52,USD,backorder,Blue,31.36,71x51x167cm,Multi-Voltage,Intensive Care Monitors,Olympus,Dräger
PROD-38971,Infusion Pump,Infusion Pump is a high-quality product.,33985.92,EUR,backorder,White,92.27,96x121x90cm,220V,Pulmonary Function Testers,Olympus,Stryker Corp
PROD-60598,Sterilizer,Sterilizer is a high-quality product.,39998.09,EUR,out of stock,Red,64.69,122x29x159cm,110V,Intensive Care Monitors,3M,Baxter International
PROD-87437,Incubator,Incubator is a high-quality product.,33544.27,USD,out of stock,Blue,47.36,182x61x101cm,120-240V,Pulmonary Function Testers,Drager,Boston Scientific Corp
PROD-31975,Bone Densitometer,Bone Densitometer is a high-quality product.,46258.26,GBP,out of stock,Yellow,83.29,168x135x65cm,110V,Lasers,GE,B.Braun Melsungen
PROD-37394,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,28580.96,GBP,out of stock,Red,26.02,27x95x10cm,110V,Plastic Surgery Lasers,B.Braun,GE Healthcare
PROD-74375,Infusion Pump,Infusion Pump is a high-quality product.,34950.28,EUR,backorder,Green,37.89,100x177x126cm,Battery,Infusion Pumps,B.Braun,Abbott Laboratories
PROD-27002,MRI Scanner,MRI Scanner is a high-quality product.,28839.48,EUR,out of stock,Blue,95.05,135x135x81cm,Multi-Voltage,Plastic Surgery Lasers,Stryker,Johnson & Johnson Medical
PROD-39748,Endoscope,Endoscope is a high-quality product.,30180.33,GBP,out of stock,Yellow,64.1,50x115x18cm,110V,Urology Ultrasound Probes,Drager,Mindray Bio-Medical
PROD-99676,Holter Monitor,Holter Monitor is a high-quality product.,5909.46,EUR,backorder,Black,74.41,50x43x155cm,Multi-Voltage,Intensive Care Monitors,BD,Siemens Healthineers
PROD-94685,Ventilator,Ventilator is a high-quality product.,25461.27,USD,discontinued,Gray,8.38,183x16x121cm,220V,Pulmonary Function Testers,Hitachi Healthcare,Siemens Healthineers
PROD-54293,Bone Densitometer,Bone Densitometer is a high-quality product.,18950.23,EUR,out of stock,Black,23.74,146x151x25cm,120-240V,Urology Ultrasound Probes,Zimmer Biomet,Boston Scientific Corp
PROD-44266,Mammography Unit,Mammography Unit is a high-quality product.,29687.56,USD,in stock,Black,16.26,175x69x186cm,120-240V,Infusion Pumps,Roche,Mindray Bio-Medical
PROD-58391,Respirator,Respirator is a high-quality product.,20588.35,GBP,backorder,White,54.48,170x94x187cm,Multi-Voltage,Nephroscopes,Philips,Terumo
PROD-86741,Operating Microscope,Operating Microscope is a high-quality product.,20174.68,EUR,backorder,Black,72.51,22x139x154cm,Multi-Voltage,Pulmonary Function Testers,Hitachi Healthcare,Mindray Bio-Medical
PROD-69694,ECG Monitor,ECG Monitor is a high-quality product.,2309.19,USD,in stock,Green,96.73,197x32x147cm,110V,Infusion Pumps,Hitachi Healthcare,B.Braun Melsungen
PROD-92500,Mammography Unit,Mammography Unit is a high-quality product.,4581.01,USD,out of stock,Red,22.16,60x80x11cm,110V,Pulmonary Function Testers,Zimmer Biomet,Roche Diagnostics
PROD-77230,Surgical Laser,Surgical Laser is a high-quality product.,23761.97,USD,backorder,Blue,45.88,176x95x60cm,Battery,Respirators,B.Braun,Johnson & Johnson Medical
PROD-18875,Anesthesia Machine,Anesthesia Machine is a high-quality product.,47813.82,USD,in stock,Black,67.35,28x160x12cm,120-240V,Intensive Care Monitors,Siemens,Siemens Healthineers
PROD-67099,Blood Analyzer,Blood Analyzer is a high-quality product.,32199.37,USD,discontinued,Black,90.18,156x119x82cm,220V,Plastic Surgery Lasers,3M,Dräger
PROD-54642,Patient Monitor,Patient Monitor is a high-quality product.,22454.03,USD,in stock,Red,22.8,38x91x48cm,120-240V,Dental X-Ray Machines,Stryker,Boston Scientific Corp
PROD-29854,Mammography Unit,Mammography Unit is a high-quality product.,22569.68,EUR,backorder,Green,92.41,194x33x135cm,120-240V,ECG Machines,Stryker,Shimadzu Medical
PROD-61067,Radiation Therapy System,Radiation Therapy System is a high-quality product.,4607.32,GBP,out of stock,Blue,71.71,13x109x69cm,110V,Dental X-Ray Machines,Siemens,Mindray Bio-Medical
PROD-96494,Surgical Robot,Surgical Robot is a high-quality product.,47495.79,GBP,discontinued,Blue,67.52,141x105x60cm,Battery,Pulmonary Function Testers,BD,Abbott Laboratories
PROD-14423,Incubator,Incubator is a high-quality product.,48256.47,GBP,backorder,White,57.74,151x166x20cm,110V,ECG Machines,Mindray,B.Braun Melsungen
PROD-73372,Infusion Pump,Infusion Pump is a high-quality product.,42399.04,EUR,discontinued,Green,35.49,125x37x161cm,Battery,Pulmonary Function Testers,Drager,Medtronic Inc
PROD-69302,Respirator,Respirator is a high-quality product.,16203.21,USD,backorder,Red,29.73,172x17x84cm,120-240V,Cardiovascular Stents,Roche,Roche Diagnostics
PROD-93870,Operating Microscope,Operating Microscope is a high-quality product.,40994.14,USD,backorder,White,98.68,125x30x184cm,Multi-Voltage,Respirators,Stryker,Philips Medical
PROD-36246,CT Scanner,CT Scanner is a high-quality product.,36078.34,EUR,in stock,Black,32.59,21x156x200cm,120-240V,Lasers,Canon Medical,Philips Medical
PROD-95304,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,12629.94,GBP,out of stock,White,91.13,154x49x192cm,Battery,Urology Ultrasound Probes,Olympus,GE Healthcare
PROD-55757,Anesthesia Machine,Anesthesia Machine is a high-quality product.,7161.52,GBP,backorder,Blue,22.2,139x32x99cm,120-240V,Nephroscopes,Hitachi Healthcare,Baxter International
PROD-74291,Holter Monitor,Holter Monitor is a high-quality product.,29602.66,EUR,out of stock,Blue,48.12,198x55x129cm,Multi-Voltage,Pulmonary Function Testers,Drager,Philips Medical
PROD-32407,ECG Monitor,ECG Monitor is a high-quality product.,24292.51,EUR,in stock,Blue,45.61,51x88x152cm,Battery,Urology Ultrasound Probes,Drager,Zimmer Biomet Holdings
PROD-20834,Bone Densitometer,Bone Densitometer is a high-quality product.,14786.8,USD,in stock,Black,67.52,96x133x109cm,120-240V,Plastic Surgery Lasers,ACME,B.Braun Melsungen
PROD-65796,Sterilizer,Sterilizer is a high-quality product.,43561.3,GBP,out of stock,Gray,45.82,10x197x117cm,Multi-Voltage,Cardiac Monitors,Roche,Boston Scientific Corp
PROD-22841,Holter Monitor,Holter Monitor is a high-quality product.,29913.09,EUR,out of stock,Green,85.5,139x32x99cm,110V,Plastic Surgery Lasers,Philips,Mindray Bio-Medical
PROD-39580,Dialysis Machine,Dialysis Machine is a high-quality product.,16631.19,EUR,out of stock,Yellow,8.51,17x13x23cm,Battery,Physical Therapy Equipment,BD,Olympus Corp
PROD-12527,Ventilator,Ventilator is a high-quality product.,21728.71,USD,discontinued,Red,91.76,165x22x98cm,Multi-Voltage,Respirators,Canon Medical,Baxter International
PROD-97492,Holter Monitor,Holter Monitor is a high-quality product.,10746.04,EUR,out of stock,Green,1.42,51x88x152cm,Multi-Voltage,Cardiac Monitors,Johnson & Johnson,Johnson & Johnson Medical
PROD-77782,Radiation Therapy System,Radiation Therapy System is a high-quality product.,23960.68,USD,discontinued,Gray,97.22,118x199x30cm,220V,Intensive Care Monitors,Baxter,GE Healthcare
PROD-70092,Dialysis Machine,Dialysis Machine is a high-quality product.,30816.43,GBP,backorder,Red,50.21,45x108x35cm,220V,Plastic Surgery Lasers,Baxter,Baxter International
PROD-18902,Holter Monitor,Holter Monitor is a high-quality product.,23684.02,GBP,out of stock,Black,9.73,174x117x30cm,220V,Nephroscopes,GE,Stryker Corp
PROD-59365,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,22010.9,USD,out of stock,Yellow,87.05,85x27x89cm,110V,Regenerative Medicine Scaffolds,Baxter,Roche Diagnostics
PROD-80679,MRI Scanner,MRI Scanner is a high-quality product.,42970.96,USD,out of stock,White,80.23,141x45x64cm,Multi-Voltage,Medical Consumable Kits,Roche,Dräger
PROD-82902,Incubator,Incubator is a high-quality product.,6540.9,GBP,discontinued,Yellow,2.88,110x186x175cm,120-240V,Cardiac Monitors,Stryker,Zimmer Biomet Holdings
PROD-91346,CT Scanner,CT Scanner is a high-quality product.,17879.9,USD,out of stock,Black,64.54,127x192x124cm,Battery,ECG Machines,B.Braun,Roche Diagnostics
PROD-41900,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,27578.06,EUR,in stock,White,58.32,176x193x135cm,Battery,Biotechnology Reactors,BD,Zimmer Biomet Holdings
PROD-97628,Blood Analyzer,Blood Analyzer is a high-quality product.,2575.55,GBP,out of stock,Blue,77.79,193x99x173cm,110V,Regenerative Medicine Scaffolds,Hitachi Healthcare,B.Braun Melsungen
PROD-83640,Operating Microscope,Operating Microscope is a high-quality product.,3242.77,EUR,out of stock,Yellow,52.07,190x102x125cm,Battery,Laboratory Analyzers,Olympus,Terumo
PROD-28842,Infusion Pump,Infusion Pump is a high-quality product.,21212.67,USD,discontinued,Yellow,45.68,70x155x136cm,Multi-Voltage,Dental X-Ray Machines,Abbott,B.Braun Melsungen
PROD-29410,Ultrasound Machine,Ultrasound Machine is a high-quality product.,36973.85,EUR,in stock,Black,81.92,97x137x78cm,Battery,Urology Ultrasound Probes,BD,Roche Diagnostics
PROD-41742,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,43213.64,USD,out of stock,Red,40.22,22x129x172cm,Battery,Intensive Care Monitors,Medtronic,Dräger
PROD-35301,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,20429.21,USD,out of stock,Yellow,26.85,37x97x153cm,120-240V,ECG Machines,Hitachi Healthcare,Roche Diagnostics
PROD-80127,Radiation Therapy System,Radiation Therapy System is a high-quality product.,12629.67,EUR,backorder,Red,78.05,45x63x183cm,120-240V,Plastic Surgery Lasers,Stryker,Shimadzu Medical
PROD-32185,Defibrillator,Defibrillator is a high-quality product.,4734.94,USD,discontinued,Gray,8.3,165x179x89cm,Multi-Voltage,Nephroscopes,Johnson & Johnson,Baxter International
PROD-52558,Incubator,Incubator is a high-quality product.,20465.94,EUR,in stock,Green,65.97,91x97x109cm,220V,Lasers,Medtronic,Olympus Corp
PROD-84595,Dialysis Machine,Dialysis Machine is a high-quality product.,12822.88,USD,discontinued,Blue,35.49,56x51x188cm,Battery,Dental X-Ray Machines,Mindray,Johnson & Johnson Medical
PROD-39643,Endoscope,Endoscope is a high-quality product.,32570.34,GBP,out of stock,Green,61.83,109x185x42cm,Battery,Palliative Care Beds,Zimmer Biomet,Boston Scientific Corp
PROD-83670,ECG Monitor,ECG Monitor is a high-quality product.,24643.52,GBP,discontinued,Red,2.35,95x77x178cm,Multi-Voltage,Urology Ultrasound Probes,Mindray,Terumo
PROD-49182,Infusion Pump,Infusion Pump is a high-quality product.,15197.84,GBP,in stock,White,18.4,96x121x90cm,Battery,Medical Examination Tables,Baxter,Roche Diagnostics
PROD-36855,X-Ray Machine,X-Ray Machine is a high-quality product.,39100.59,EUR,in stock,Red,7.23,28x160x12cm,Multi-Voltage,Infusion Pumps,BD,Baxter International
PROD-41155,Patient Monitor,Patient Monitor is a high-quality product.,11715.63,USD,discontinued,Yellow,47.36,119x49x145cm,Battery,Regenerative Medicine Scaffolds,Roche,Canon Medical Systems
PROD-24583,CT Scanner,CT Scanner is a high-quality product.,15510.8,GBP,discontinued,Green,9.49,89x108x178cm,220V,Urology Ultrasound Probes,3M,Mindray Bio-Medical
PROD-86204,Endoscope,Endoscope is a high-quality product.,29136.87,GBP,in stock,Black,91.13,114x132x155cm,220V,Urology Ultrasound Probes,Drager,Philips Medical
PROD-96670,Ventilator,Ventilator is a high-quality product.,2069.84,EUR,backorder,Red,74.85,84x122x132cm,Multi-Voltage,Respirators,Boston Scientific,Dräger
PROD-34289,Holter Monitor,Holter Monitor is a high-quality product.,46695.18,GBP,discontinued,Red,68.51,66x31x153cm,Battery,Infusion Pumps,BD,Siemens Healthineers
PROD-89078,Respirator,Respirator is a high-quality product.,9211.5,GBP,backorder,Blue,35.15,53x155x154cm,120-240V,Lasers,Abbott,B.Braun Melsungen
PROD-40564,Patient Monitor,Patient Monitor is a high-quality product.,19740.97,USD,in stock,Green,40.22,93x175x147cm,Multi-Voltage,Dental X-Ray Machines,Medtronic,Dräger
PROD-96942,ECG Monitor,ECG Monitor is a high-quality product.,28946.83,USD,discontinued,Yellow,68.55,185x108x144cm,220V,Cardiovascular Stents,3M,Dräger
PROD-24635,Operating Microscope,Operating Microscope is a high-quality product.,3055.76,EUR,in stock,Green,71.58,77x166x85cm,110V,Cardiovascular Stents,Stryker,Roche Diagnostics
PROD-96932,Anesthesia Machine,Anesthesia Machine is a high-quality product.,30787.2,GBP,in stock,Yellow,1.42,39x35x36cm,Multi-Voltage,Medical Consumable Kits,BD,Fujifilm Healthcare
PROD-13657,MRI Scanner,MRI Scanner is a high-quality product.,5074.5,USD,out of stock,Black,3.84,152x43x104cm,110V,Plastic Surgery Lasers,Boston Scientific,Johnson & Johnson Medical
PROD-86150,Endoscope,Endoscope is a high-quality product.,19653.09,GBP,in stock,Red,92.27,110x193x100cm,120-240V,Cardiovascular Stents,Boston Scientific,Canon Medical Systems
PROD-54426,Bone Densitometer,Bone Densitometer is a high-quality product.,29024.25,GBP,in stock,Yellow,87.21,96x133x109cm,Multi-Voltage,Cardiac Monitors,Roche,Stryker Corp
PROD-20445,Bone Densitometer,Bone Densitometer is a high-quality product.,46613.2,EUR,in stock,Gray,45.89,97x162x112cm,120-240V,Respirators,Philips,Baxter International
PROD-11074,Mammography Unit,Mammography Unit is a high-quality product.,34464.18,EUR,discontinued,Red,22.8,107x64x142cm,Battery,Cardiac Monitors,Zimmer Biomet,Terumo
PROD-19511,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,25272.0,USD,discontinued,Black,24.8,200x160x178cm,Multi-Voltage,Laboratory Analyzers,Zimmer Biomet,Stryker Corp
PROD-33986,Patient Monitor,Patient Monitor is a high-quality product.,20008.03,USD,in stock,Black,92.27,49x146x141cm,110V,Physical Therapy Equipment,GE,Canon Medical Systems
PROD-66863,Dialysis Machine,Dialysis Machine is a high-quality product.,31850.95,EUR,backorder,Yellow,94.11,57x191x172cm,110V,Medical Consumable Kits,B.Braun,Hitachi Medical
PROD-98375,X-Ray Machine,X-Ray Machine is a high-quality product.,45471.32,USD,backorder,White,67.85,89x99x14cm,Battery,Speech Therapy Devices,ACME,Terumo
PROD-80320,Surgical Laser,Surgical Laser is a high-quality product.,20847.94,GBP,discontinued,Green,29.29,70x153x50cm,Multi-Voltage,Pulmonary Function Testers,Abbott,Dräger
PROD-28249,Bone Densitometer,Bone Densitometer is a high-quality product.,8718.38,USD,discontinued,Yellow,99.4,149x20x86cm,120-240V,Physical Therapy Equipment,BD,Dräger
PROD-62335,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,21279.43,GBP,discontinued,White,82.46,30x22x140cm,220V,Nephroscopes,BD,Siemens Healthineers
PROD-66706,MRI Scanner,MRI Scanner is a high-quality product.,9111.58,USD,backorder,White,12.67,29x104x108cm,Multi-Voltage,Cardiac Monitors,Philips,GE Healthcare
PROD-34924,Surgical Laser,Surgical Laser is a high-quality product.,40230.94,GBP,backorder,Gray,80.4,68x116x170cm,120-240V,Speech Therapy Devices,Medtronic,GE Healthcare
PROD-64115,Endoscope,Endoscope is a high-quality product.,33879.98,EUR,out of stock,Green,89.49,128x33x188cm,220V,Cardiac Monitors,Canon Medical,GE Healthcare
PROD-52621,Radiation Therapy System,Radiation Therapy System is a high-quality product.,45348.13,GBP,discontinued,Red,52.46,71x189x74cm,220V,Medical Examination Tables,Stryker,Shimadzu Medical
PROD-42412,Defibrillator,Defibrillator is a high-quality product.,1425.99,GBP,discontinued,White,83.29,114x151x169cm,120-240V,ECG Machines,B.Braun,Dräger
PROD-11926,Bone Densitometer,Bone Densitometer is a high-quality product.,42004.41,GBP,backorder,Gray,9.73,135x135x81cm,Battery,Cardiovascular Stents,Medtronic,Fujifilm Healthcare
PROD-64243,X-Ray Machine,X-Ray Machine is a high-quality product.,33750.9,EUR,out of stock,Green,91.25,174x12x155cm,220V,Urology Ultrasound Probes,Drager,Roche Diagnostics
PROD-54459,Ventilator,Ventilator is a high-quality product.,10169.15,USD,discontinued,Yellow,13.02,186x164x195cm,120-240V,Laboratory Analyzers,Zimmer Biomet,Mindray Bio-Medical
PROD-13396,Blood Analyzer,Blood Analyzer is a high-quality product.,38448.02,EUR,in stock,Green,38.12,147x114x24cm,Multi-Voltage,Speech Therapy Devices,ACME,Zimmer Biomet Holdings
PROD-93864,Surgical Robot,Surgical Robot is a high-quality product.,6357.16,USD,in stock,Gray,88.5,197x105x89cm,Battery,Pulmonary Function Testers,ACME,Zimmer Biomet Holdings
PROD-56829,X-Ray Machine,X-Ray Machine is a high-quality product.,38050.55,USD,discontinued,White,80.91,20x26x15cm,Multi-Voltage,Palliative Care Beds,Philips,Canon Medical Systems
PROD-10909,Defibrillator,Defibrillator is a high-quality product.,17157.32,GBP,in stock,White,89.04,124x97x115cm,Battery,Plastic Surgery Lasers,Drager,B.Braun Melsungen
PROD-69030,Dialysis Machine,Dialysis Machine is a high-quality product.,6128.03,EUR,backorder,Green,30.02,79x162x128cm,Battery,Physical Therapy Equipment,Siemens,Hitachi Medical
PROD-25342,Surgical Robot,Surgical Robot is a high-quality product.,27688.73,EUR,discontinued,Yellow,29.18,154x49x192cm,120-240V,Dental X-Ray Machines,Boston Scientific,Canon Medical Systems
PROD-79060,Surgical Laser,Surgical Laser is a high-quality product.,39990.41,GBP,out of stock,Blue,16.67,63x166x66cm,220V,Urology Ultrasound Probes,Drager,Siemens Healthineers
PROD-27088,Mammography Unit,Mammography Unit is a high-quality product.,30673.72,EUR,discontinued,Yellow,15.62,126x105x61cm,Multi-Voltage,Cardiovascular Stents,ACME,Hitachi Medical
PROD-65465,Ultrasound Machine,Ultrasound Machine is a high-quality product.,41097.78,USD,in stock,Red,58.32,168x140x117cm,Battery,Regenerative Medicine Scaffolds,Drager,Abbott Laboratories
PROD-38493,Infusion Pump,Infusion Pump is a high-quality product.,5501.37,USD,backorder,Green,28.25,58x200x23cm,Multi-Voltage,Nephroscopes,Baxter,Shimadzu Medical
PROD-51896,X-Ray Machine,X-Ray Machine is a high-quality product.,28811.4,GBP,discontinued,Gray,32.86,94x138x176cm,120-240V,Cardiovascular Stents,BD,Shimadzu Medical
PROD-38783,Radiation Therapy System,Radiation Therapy System is a high-quality product.,47861.75,GBP,backorder,Gray,19.94,113x136x13cm,220V,Palliative Care Beds,ACME,Baxter International
PROD-44918,Blood Analyzer,Blood Analyzer is a high-quality product.,36721.38,USD,discontinued,Green,68.29,28x160x12cm,110V,Urology Ultrasound Probes,Drager,Mindray Bio-Medical
PROD-63244,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,41838.13,EUR,in stock,Gray,87.21,133x141x21cm,220V,Laboratory Analyzers,B.Braun,Abbott Laboratories
PROD-83192,Holter Monitor,Holter Monitor is a high-quality product.,1061.51,GBP,in stock,Black,54.8,129x99x82cm,Battery,Speech Therapy Devices,Abbott,Siemens Healthineers
PROD-75226,MRI Scanner,MRI Scanner is a high-quality product.,31802.07,GBP,in stock,Gray,25.03,79x121x144cm,Multi-Voltage,Cardiac Monitors,ACME,GE Healthcare
PROD-71108,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,35920.81,GBP,out of stock,Red,12.67,93x113x34cm,120-240V,Biotechnology Reactors,3M,Medtronic Inc
PROD-36291,Mammography Unit,Mammography Unit is a high-quality product.,7768.91,GBP,in stock,Gray,83.14,154x189x172cm,Multi-Voltage,Nephroscopes,Drager,Mindray Bio-Medical
PROD-24837,Endoscope,Endoscope is a high-quality product.,15551.47,EUR,out of stock,Black,90.18,161x137x77cm,220V,Intensive Care Monitors,Roche,Medtronic Inc
PROD-61989,Ventilator,Ventilator is a high-quality product.,17798.3,EUR,discontinued,Red,54.8,58x198x146cm,120-240V,Dental X-Ray Machines,Philips,Medtronic Inc
PROD-58101,Anesthesia Machine,Anesthesia Machine is a high-quality product.,43713.04,EUR,discontinued,Green,11.34,50x115x18cm,220V,Plastic Surgery Lasers,Roche,Canon Medical Systems
PROD-81291,Respirator,Respirator is a high-quality product.,25201.86,USD,discontinued,Gray,5.6,188x113x124cm,Battery,Cardiovascular Stents,Zimmer Biomet,Boston Scientific Corp
PROD-11059,ECG Monitor,ECG Monitor is a high-quality product.,40798.63,EUR,in stock,Black,11.95,121x163x41cm,Battery,Respirators,Johnson & Johnson,Medtronic Inc
PROD-42310,Holter Monitor,Holter Monitor is a high-quality product.,16538.83,GBP,discontinued,Gray,72.73,57x109x58cm,120-240V,Cardiovascular Stents,Drager,Olympus Corp
PROD-73548,Operating Microscope,Operating Microscope is a high-quality product.,33072.72,GBP,discontinued,Blue,29.94,166x171x33cm,220V,Regenerative Medicine Scaffolds,Johnson & Johnson,Abbott Laboratories
PROD-44826,ECG Monitor,ECG Monitor is a high-quality product.,10882.06,USD,discontinued,Blue,83.31,28x41x134cm,Battery,Medical Examination Tables,GE,Siemens Healthineers
PROD-53331,Bone Densitometer,Bone Densitometer is a high-quality product.,18607.69,USD,out of stock,Gray,55.29,10x108x89cm,220V,Urology Ultrasound Probes,ACME,Medtronic Inc
PROD-42612,Holter Monitor,Holter Monitor is a high-quality product.,35741.26,USD,discontinued,White,2.88,187x63x19cm,220V,Medical Consumable Kits,Baxter,Hitachi Medical
PROD-58224,MRI Scanner,MRI Scanner is a high-quality product.,21109.4,GBP,backorder,Green,87.21,41x149x148cm,120-240V,Infusion Pumps,Johnson & Johnson,Dräger
PROD-57745,Incubator,Incubator is a high-quality product.,22528.02,GBP,in stock,Gray,73.83,175x69x186cm,220V,Plastic Surgery Lasers,Olympus,Philips Medical
PROD-54074,Mammography Unit,Mammography Unit is a high-quality product.,44738.2,USD,discontinued,Gray,35.85,57x109x58cm,Battery,Speech Therapy Devices,Roche,Dräger
